1.0,996.0,1,-232.296245235,-297.74654785,-67.6747217681,-416.281377069,-81.4572533348,-240.456444503,9.0,980.0,0,232.296245235,297.74654785,164.621523467,-118.534829218,150.838991901,57.2901033468,1.0,996.0,1,67.6747217681,416.281377069,-164.621523467,118.534829218,-13.7825315667,175.824932565,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0 ,986.833333333 ,194.179209852 ,5
1.0,991.0,1,-185.831779141,-301.282081756,-67.6747217681,-416.281377069,-84.9927872408,-243.991978409,10.0,930.5,0,185.831779141,301.282081756,118.157057373,-114.999295312,100.838991901,57.2901033468,1.0,991.0,1,67.6747217681,416.281377069,-118.157057373,114.999295312,-17.3180654726,172.289398659,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0 ,966.833333333 ,179.731554495 ,10
1.0,986.0,1,-139.367313047,-304.817615662,-67.6747217681,-416.281377069,-72.9885629459,-234.99835872,10.0,880.5,0,139.367313047,304.817615662,71.6925912791,-111.463761407,66.3787501014,69.819256942,1.0,986.0,1,67.6747217681,416.281377069,-71.6925912791,111.463761407,-5.31384117777,181.283018348,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0 ,946.833333333 ,172.458041356 ,15
1.0,981.0,1,-92.9028469532,-308.353149568,-67.6747217681,-416.281377069,-62.392048417,-212.461429227,10.0,830.5,0,92.9028469532,308.353149568,25.2281251851,-107.928227501,30.5107985362,95.8917203408,1.0,981.0,1,67.6747217681,416.281377069,-25.2281251851,107.928227501,5.28267335114,203.819947841,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0 ,926.833333333 ,174.512158281 ,20
1.0,976.0,1,-46.4383808591,-311.888683474,-67.6747217681,-416.281377069,-64.8379970779,-206.056500166,10.0,780.5,0,46.4383808591,311.888683474,-21.236340909,-104.392693595,-18.3996162188,105.832183308,1.0,976.0,1,67.6747217681,416.281377069,21.236340909,104.392693595,2.8367246902,210.224876902,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0 ,906.833333333 ,178.669670561 ,25
1.0,971.0,1,0.0260852349631,-315.42421738,-67.6747217681,-416.281377069,-68.3735309838,-209.592034072,10.0,730.5,0,-0.0260852349631,315.42421738,-67.7008070031,-100.857159689,-68.3996162188,105.832183308,1.0,971.0,1,67.6747217681,416.281377069,67.7008070031,100.857159689,-0.698809215728,206.689342996,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0 ,886.833333333 ,186.349822486 ,30
1.0,966.0,1,46.490551329,-318.959751286,-67.6747217681,-416.281377069,-71.9090648898,-213.127567978,10.0,680.5,0,-46.490551329,318.959751286,-114.165273097,-97.3216257828,-118.399616219,105.832183308,1.0,966.0,1,67.6747217681,416.281377069,114.165273097,97.3216257828,-4.23434312166,203.15380909,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0 ,866.833333333 ,198.243016388 ,35
1.0,961.0,1,92.9550174231,-322.495285192,-67.6747217681,-416.281377069,-75.4445987957,-216.663101884,10.0,630.5,0,-92.9550174231,322.495285192,-160.629739191,-93.7860918769,-168.399616219,105.832183308,1.0,961.0,1,67.6747217681,416.281377069,160.629739191,93.7860918769,-7.76987702759,199.618275184,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0 ,846.833333333 ,212.2814556 ,40
1.0,956.0,1,139.419483517,-326.030819098,-67.6747217681,-416.281377069,-78.9801327016,-220.19863579,10.0,580.5,0,-139.419483517,326.030819098,-207.094205285,-90.2505579709,-218.399616219,105.832183308,1.0,956.0,1,67.6747217681,416.281377069,207.094205285,90.2505579709,-11.3054109335,196.082741279,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0 ,826.833333333 ,227.437126176 ,45
1.0,951.0,1,185.883949611,-329.566353004,-67.6747217681,-416.281377069,-82.5156666076,-223.734169696,10.0,530.5,0,-185.883949611,329.566353004,-253.558671379,-86.715024065,-268.399616219,105.832183308,1.0,951.0,1,67.6747217681,416.281377069,253.558671379,86.715024065,-14.8409448395,192.547207373,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0 ,806.833333333 ,243.226667917 ,50
1.0,946.0,1,232.348415705,-333.10188691,-67.6747217681,-416.281377069,-86.0512005135,-227.269703602,10.0,480.5,0,-232.348415705,333.10188691,-300.023137473,-83.1794901591,-318.399616219,105.832183308,1.0,946.0,1,67.6747217681,416.281377069,300.023137473,83.1794901591,-18.3764787454,189.011673467,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0 ,786.833333333 ,259.409245073 ,55
