0.0,1000,0,-281.406393605,-226.042984225,127.69109025,-270.233048871,-74.4529070938,-200.603593164,0.0,1000,0,281.406393605,226.042984225,409.097483854,-44.1900646452,206.953486511,25.4393910613,0.0,1000,0,-127.69109025,270.233048871,-409.097483854,44.1900646452,-202.143997343,69.6294557065,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0 ,999.0 ,210.178944617 ,1
2.0,999.0,0,-279.406393605,-224.042984225,125.69109025,-268.233048871,-74.4529070938,-198.603593164,2.0,999.0,0,279.406393605,224.042984225,405.097483854,-44.1900646452,204.953486511,25.4393910613,2.0,999.0,0,-125.69109025,268.233048871,-405.097483854,44.1900646452,-200.143997343,69.6294557065,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0 ,996.0 ,206.351136359 ,2
4.0,996.0,0,-275.406393605,-220.042984225,121.69109025,-264.233048871,-74.4529070938,-194.603593164,4.0,996.0,0,275.406393605,220.042984225,397.097483854,-44.1900646452,200.953486511,25.4393910613,4.0,996.0,0,-121.69109025,264.233048871,-397.097483854,44.1900646452,-196.143997343,69.6294557065,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0 ,991.0 ,200.621825942 ,3
6.0,991.0,0,-269.406393605,-214.042984225,115.69109025,-258.233048871,-74.4529070938,-188.603593164,6.0,991.0,0,269.406393605,214.042984225,385.097483854,-44.1900646452,194.953486511,25.4393910613,6.0,991.0,0,-115.69109025,258.233048871,-385.097483854,44.1900646452,-190.143997343,69.6294557065,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0 ,984.0 ,193.007905318 ,4
8.0,984.0,0,-261.406393605,-206.042984225,107.69109025,-250.233048871,-74.4529070938,-180.603593164,8.0,984.0,0,261.406393605,206.042984225,369.097483854,-44.1900646452,186.953486511,25.4393910613,8.0,984.0,0,-107.69109025,250.233048871,-369.097483854,44.1900646452,-182.143997343,69.6294557065,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0 ,975.0 ,183.535833119 ,5
10.0,975.0,0,-251.406393605,-196.042984225,97.6910902497,-240.233048871,-74.4529070938,-170.603593164,10.0,975.0,0,251.406393605,196.042984225,349.097483854,-44.1900646452,176.953486511,25.4393910613,10.0,975.0,0,-97.6910902497,240.233048871,-349.097483854,44.1900646452,-172.143997343,69.6294557065,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0 ,965.0 ,174.071123805 ,6
10.0,965.0,0,-234.335325793,-188.971916414,94.7621580615,-233.161981059,-67.381839282,-163.532525352,10.0,965.0,0,234.335325793,188.971916414,329.097483854,-44.1900646452,166.953486511,25.4393910613,10.0,965.0,0,-94.7621580615,233.161981059,-329.097483854,44.1900646452,-162.143997343,69.6294557065,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0 ,955.0 ,164.628551758 ,7
10.0,955.0,0,-224.335325793,-178.971916414,87.6910902497,-216.090913247,-67.381839282,-153.532525352,10.0,955.0,0,224.335325793,178.971916414,312.026416042,-37.1189968333,156.953486511,25.4393910613,10.0,955.0,0,-87.6910902497,216.090913247,-312.026416042,37.1189968333,-155.072929532,62.5583878946,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0 ,945.0 ,155.172864143 ,8
10.0,945.0,0,-207.264257981,-171.900848602,84.7621580615,-209.019845435,-60.3107714701,-146.46145754,10.0,945.0,0,207.264257981,171.900848602,292.026416042,-37.1189968333,146.953486511,25.4393910613,10.0,945.0,0,-84.7621580615,209.019845435,-292.026416042,37.1189968333,-145.072929532,62.5583878946,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0 ,935.0 ,145.743428024 ,9
10.0,935.0,0,-197.264257981,-161.900848602,77.6910902497,-191.948777623,-60.3107714701,-136.46145754,10.0,935.0,0,197.264257981,161.900848602,274.95534823,-30.0479290214,136.953486511,25.4393910613,10.0,935.0,0,-77.6910902497,191.948777623,-274.95534823,30.0479290214,-138.00186172,55.4873200828,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0 ,925.0 ,136.301230324 ,10
